"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","4,606,438.234","144.671","16,582.687","4,623,020.921","61.761","10","0x20000","0xB010EA3","3528"
"1","glTexSubImage3D","4,606,583.256","252.423","16,500.129","4,623,083.385","46.465","10","0x20000","0xB010EA3","3528"
"1","glTexSubImage3D","4,606,583.256","252.423","16,560.450","4,623,143.706","16.704","11","0x20000","0xB010EA3","3528"
"2","glTexSubImage3D","4,606,841.889","277.410","16,319.289","4,623,161.178","57.472","11","0x20000","0xB010EA3","3528"
"3","glTexSubImage3D","4,607,120.929","295.541","16,098.361","4,623,219.290","59.041","11","0x20000","0xB010EA3","3528"
"4","glTexSubImage3D","4,607,416.873","298.824","15,859.858","4,623,276.731","59.136","11","0x20000","0xB010EA3","3528"
"5","glTexSubImage3D","4,607,716.453","951.784","15,620.758","4,623,337.211","0.512","11","0x20000","0xB010EA3","3528"
"5","glTexSubImage3D","4,607,716.453","951.784","15,633.814","4,623,350.267","57.248","12","0x20000","0xB010EA3","3528"
"6","glTexSubImage3D","4,608,669.563","290.613","14,738.496","4,623,408.059","57.025","12","0x20000","0xB010EA3","3528"
"7","glTexSubImage3D","4,608,960.624","286.200","14,504.940","4,623,465.564","57.024","12","0x20000","0xB010EA3","3528"
"8","glTexSubImage3D","4,609,247.464","273.389","14,275.636","4,623,523.100","58.112","12","0x20000","0xB010EA3","3528"
"9","glTexSubImage3D","4,609,521.428","110.790","14,058.696","4,623,580.124","58.785","12","0x20000","0xB010EA3","3528"
"10","glTexSubImage3D","4,609,632.757","100.309","14,006.888","4,623,639.645","57.024","12","0x20000","0xB010EA3","3528"
"11","glTexSubImage3D","4,609,733.445","61.302","13,963.736","4,623,697.181","57.600","12","0x20000","0xB010EA3","3528"
"12","glTexSubImage3D","4,609,795.406","291.438","13,960.143","4,623,755.549","57.057","12","0x20000","0xB010EA3","3528"
"13","glTexSubImage3D","4,610,087.276","123.954","13,725.842","4,623,813.118","57.600","12","0x20000","0xB010EA3","3528"
"14","glTexSubImage3D","4,610,211.774","59.255","13,659.712","4,623,871.486","57.632","12","0x20000","0xB010EA3","3528"
"15","glTexSubImage3D","4,610,271.851","178.243","13,657.843","4,623,929.694","58.433","12","0x20000","0xB010EA3","3528"
"16","glTexSubImage3D","4,610,450.563","57.742","13,536.252","4,623,986.815","58.496","12","0x20000","0xB010EA3","3528"
"17","glTexSubImage3D","4,610,508.687","59.338","13,537.200","4,624,045.887","57.888","12","0x20000","0xB010EA3","3528"
"18","glTexSubImage3D","4,610,568.366","54.849","13,535.921","4,624,104.287","58.657","12","0x20000","0xB010EA3","3528"
"19","glTexSubImage3D","4,610,623.627","301.157","13,540.405","4,624,164.032","0.512","12","0x20000","0xB010EA3","3528"
"19","glTexSubImage3D","4,610,623.627","301.157","13,556.533","4,624,180.160","57.248","13","0x20000","0xB010EA3","3528"
"20","glTexSubImage3D","4,610,925.337","61.018","13,312.583","4,624,237.920","57.952","13","0x20000","0xB010EA3","3528"
"21","glTexSubImage3D","4,610,986.743","57.191","13,309.737","4,624,296.480","57.281","13","0x20000","0xB010EA3","3528"
"22","glTexSubImage3D","4,611,044.247","159.796","13,310.090","4,624,354.337","61.184","13","0x20000","0xB010EA3","3528"
"23","glTexSubImage3D","4,611,204.480","56.440","13,209.697","4,624,414.177","62.784","13","0x20000","0xB010EA3","3528"
"24","glTexSubImage3D","4,611,261.293","58.601","13,216.404","4,624,477.697","56.993","13","0x20000","0xB010EA3","3528"
"25","glTexSubImage3D","4,611,320.505","54.923","13,214.697","4,624,535.202","57.024","13","0x20000","0xB010EA3","3528"
"26","glTexSubImage3D","4,611,375.941","259.834","13,217.597","4,624,593.538","0.544","13","0x20000","0xB010EA3","3528"
"26","glTexSubImage3D","4,611,375.941","259.834","13,233.853","4,624,609.794","57.376","14","0x20000","0xB010EA3","3528"
"27","glTexSubImage3D","4,611,636.348","118.073","13,031.559","4,624,667.907","57.280","14","0x20000","0xB010EA3","3528"
"28","glTexSubImage3D","4,611,754.934","58.938","12,970.733","4,624,725.667","57.024","14","0x20000","0xB010EA3","3528"
"29","glTexSubImage3D","4,611,814.337","81.478","12,969.058","4,624,783.395","58.208","14","0x20000","0xB010EA3","3528"
"30","glTexSubImage3D","4,611,896.964","189.065","12,943.456","4,624,840.420","58.240","14","0x20000","0xB010EA3","3528"
"31","glTexSubImage3D","4,612,087.113","63.228","12,812.091","4,624,899.204","58.528","14","0x20000","0xB010EA3","3528"
"32","glTexSubImage3D","4,612,150.607","52.425","12,807.893","4,624,958.500","58.177","14","0x20000","0xB010EA3","3528"
"33","glTexSubImage3D","4,612,203.278","317.498","12,814.519","4,625,017.797","0.544","14","0x20000","0xB010EA3","3528"
"33","glTexSubImage3D","4,612,203.278","317.498","12,829.815","4,625,033.093","57.056","15","0x20000","0xB010EA3","3528"
"34","glTexSubImage3D","4,612,521.422","59.377","12,569.239","4,625,090.661","57.088","15","0x20000","0xB010EA3","3528"
"35","glTexSubImage3D","4,612,604.680","59.467","12,543.581","4,625,148.261","58.689","15","0x20000","0xB010EA3","3528"
"36","glTexSubImage3D","4,612,664.448","56.349","12,543.046","4,625,207.494","59.040","15","0x20000","0xB010EA3","3528"
"37","glTexSubImage3D","4,612,721.192","125.027","12,544.254","4,625,265.446","58.560","15","0x20000","0xB010EA3","3528"
"38","glTexSubImage3D","4,612,846.473","55.656","12,478.237","4,625,324.710","57.697","15","0x20000","0xB010EA3","3528"
"39","glTexSubImage3D","4,612,902.471","67.087","12,480.608","4,625,383.079","59.392","15","0x20000","0xB010EA3","3528"
"40","glTexSubImage3D","4,612,969.806","272.832","12,474.169","4,625,443.975","0.512","15","0x20000","0xB010EA3","3528"
"40","glTexSubImage3D","4,612,969.806","272.832","12,487.833","4,625,457.639","58.081","16","0x20000","0xB010EA3","3528"
"41","glTexSubImage3D","4,613,243.087","107.548","12,273.144","4,625,516.231","57.217","16","0x20000","0xB010EA3","3528"
"42","glTexSubImage3D","4,613,351.103","86.954","12,222.857","4,625,573.960","57.056","16","0x20000","0xB010EA3","3528"
"43","glTexSubImage3D","4,613,438.352","182.165","12,193.176","4,625,631.528","58.176","16","0x20000","0xB010EA3","3528"
"44","glTexSubImage3D","4,613,620.886","55.507","12,067.699","4,625,688.585","58.368","16","0x20000","0xB010EA3","3528"
"45","glTexSubImage3D","4,613,676.916","56.077","12,070.837","4,625,747.753","57.184","16","0x20000","0xB010EA3","3528"
"46","glTexSubImage3D","4,613,733.603","58.289","12,071.878","4,625,805.481","57.376","16","0x20000","0xB010EA3","3528"
"47","glTexSubImage3D","4,613,792.332","274.771","12,071.581","4,625,863.913","0.512","16","0x20000","0xB010EA3","3528"
"47","glTexSubImage3D","4,613,792.332","274.771","12,100.350","4,625,892.682","57.280","17","0x20000","0xB010EA3","3528"
"48","glTexSubImage3D","4,614,067.614","139.302","11,882.956","4,625,950.570","57.152","17","0x20000","0xB010EA3","3528"
"49","glTexSubImage3D","4,614,207.285","57.142","11,800.949","4,626,008.234","57.537","17","0x20000","0xB010EA3","3528"
"50","glTexSubImage3D","4,614,264.930","134.138","11,801.353","4,626,066.283","58.656","17","0x20000","0xB010EA3","3528"
"51","glTexSubImage3D","4,614,399.484","55.303","11,724.399","4,626,123.883","58.048","17","0x20000","0xB010EA3","3528"
"52","glTexSubImage3D","4,614,455.605","60.698","11,726.870","4,626,182.475","57.121","17","0x20000","0xB010EA3","3528"
"53","glTexSubImage3D","4,614,516.706","56.416","11,723.434","4,626,240.140","57.568","17","0x20000","0xB010EA3","3528"
"54","glTexSubImage3D","4,614,573.858","256.801","11,724.938","4,626,298.796","0.544","17","0x20000","0xB010EA3","3528"
"54","glTexSubImage3D","4,614,573.858","256.801","11,741.706","4,626,315.564","57.184","18","0x20000","0xB010EA3","3528"
"55","glTexSubImage3D","4,614,831.226","117.839","11,542.066","4,626,373.292","57.057","18","0x20000","0xB010EA3","3528"
"56","glTexSubImage3D","4,614,950.262","58.419","11,480.727","4,626,430.989","57.472","18","0x20000","0xB010EA3","3528"
"57","glTexSubImage3D","4,615,009.040","167.243","11,479.933","4,626,488.973","58.208","18","0x20000","0xB010EA3","3528"
"58","glTexSubImage3D","4,615,176.654","55.839","11,369.471","4,626,546.125","58.305","18","0x20000","0xB010EA3","3528"
"59","glTexSubImage3D","4,615,232.842","56.841","11,372.132","4,626,604.974","57.472","18","0x20000","0xB010EA3","3528"
"60","glTexSubImage3D","4,615,289.945","57.470","11,373.013","4,626,662.958","57.184","18","0x20000","0xB010EA3","3528"
"61","glTexSubImage3D","4,615,347.666","260.759","11,373.532","4,626,721.198","0.512","18","0x20000","0xB010EA3","3528"
"61","glTexSubImage3D","4,615,347.666","260.759","11,389.276","4,626,736.942","57.089","19","0x20000","0xB010EA3","3528"
"62","glTexSubImage3D","4,615,608.847","141.186","11,186.272","4,626,795.119","57.568","19","0x20000","0xB010EA3","3528"
"63","glTexSubImage3D","4,615,750.481","55.620","11,102.718","4,626,853.199","57.120","19","0x20000","0xB010EA3","3528"
"64","glTexSubImage3D","4,615,806.369","100.029","11,104.526","4,626,910.895","58.113","19","0x20000","0xB010EA3","3528"
"65","glTexSubImage3D","4,615,907.769","59.960","11,060.183","4,626,967.952","58.496","19","0x20000","0xB010EA3","3528"
"66","glTexSubImage3D","4,615,968.121","54.477","11,058.871","4,627,026.992","57.473","19","0x20000","0xB010EA3","3528"
"67","glTexSubImage3D","4,616,022.857","54.712","11,062.152","4,627,085.009","57.152","19","0x20000","0xB010EA3","3528"
