"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","4,507,498.835","147.522","17,857.093","4,525,355.928","64.704","10","0x20000","0xFFFFFFFFB7010DE6","7144"
"1","glTexSubImage3D","4,507,646.875","367.776","17,774.429","4,525,421.304","47.168","10","0x20000","0xFFFFFFFFB7010DE6","7144"
"1","glTexSubImage3D","4,507,646.875","367.776","17,836.285","4,525,483.160","17.856","11","0x20000","0xFFFFFFFFB7010DE6","7144"
"2","glTexSubImage3D","4,508,022.294","286.944","17,479.426","4,525,501.720","61.889","11","0x20000","0xFFFFFFFFB7010DE6","7144"
"3","glTexSubImage3D","4,508,309.652","287.700","17,254.629","4,525,564.281","62.496","11","0x20000","0xFFFFFFFFB7010DE6","7144"
"4","glTexSubImage3D","4,508,597.723","282.047","17,027.870","4,525,625.593","62.464","11","0x20000","0xFFFFFFFFB7010DE6","7144"
"5","glTexSubImage3D","4,508,880.169","788.836","16,808.976","4,525,689.145","0.768","11","0x20000","0xFFFFFFFFB7010DE6","7144"
"5","glTexSubImage3D","4,508,880.169","788.836","16,823.024","4,525,703.193","61.345","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"6","glTexSubImage3D","4,509,670.264","297.348","16,094.818","4,525,765.082","61.568","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"7","glTexSubImage3D","4,509,968.121","291.399","15,859.169","4,525,827.290","61.249","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"8","glTexSubImage3D","4,510,259.931","260.906","15,629.152","4,525,889.083","62.528","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"9","glTexSubImage3D","4,510,521.235","121.213","15,429.128","4,525,950.363","65.280","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"10","glTexSubImage3D","4,510,643.051","57.088","15,373.168","4,526,016.219","62.273","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"11","glTexSubImage3D","4,510,700.551","56.382","15,378.485","4,526,079.036","62.368","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"12","glTexSubImage3D","4,510,757.192","303.266","15,384.756","4,526,141.948","61.632","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"13","glTexSubImage3D","4,511,061.171","98.942","15,143.081","4,526,204.252","61.249","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"14","glTexSubImage3D","4,511,160.542","87.062","15,105.471","4,526,266.013","61.664","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"15","glTexSubImage3D","4,511,248.233","153.976","15,080.116","4,526,328.349","62.464","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"16","glTexSubImage3D","4,511,402.598","64.341","14,986.999","4,526,389.597","63.009","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"17","glTexSubImage3D","4,511,467.493","59.319","14,985.785","4,526,453.278","61.248","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"18","glTexSubImage3D","4,511,527.335","54.262","14,987.735","4,526,515.070","61.216","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"19","glTexSubImage3D","4,511,581.863","253.632","14,995.799","4,526,577.662","0.545","12","0x20000","0xFFFFFFFFB7010DE6","7144"
"19","glTexSubImage3D","4,511,581.863","253.632","15,012.056","4,526,593.919","61.376","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"20","glTexSubImage3D","4,511,836.020","122.008","14,819.819","4,526,655.839","61.248","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"21","glTexSubImage3D","4,511,958.473","88.570","14,759.158","4,526,717.631","61.217","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"22","glTexSubImage3D","4,512,047.772","62.327","14,731.620","4,526,779.392","62.464","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"23","glTexSubImage3D","4,512,110.447","134.981","14,730.321","4,526,840.768","62.464","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"24","glTexSubImage3D","4,512,245.783","57.714","14,657.961","4,526,903.744","61.441","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"25","glTexSubImage3D","4,512,303.935","58.235","14,661.794","4,526,965.729","61.888","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"26","glTexSubImage3D","4,512,362.505","262.851","14,666.264","4,527,028.769","0.736","13","0x20000","0xFFFFFFFFB7010DE6","7144"
"26","glTexSubImage3D","4,512,362.505","262.851","14,681.656","4,527,044.161","61.504","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"27","glTexSubImage3D","4,512,625.868","128.628","14,480.469","4,527,106.337","61.313","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"28","glTexSubImage3D","4,512,755.157","58.585","14,413.005","4,527,168.162","61.696","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"29","glTexSubImage3D","4,512,814.203","151.449","14,416.327","4,527,230.530","62.529","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"30","glTexSubImage3D","4,512,968.537","62.486","14,323.242","4,527,291.779","62.528","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"31","glTexSubImage3D","4,513,031.356","57.861","14,323.463","4,527,354.819","61.280","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"32","glTexSubImage3D","4,513,089.472","50.628","14,327.139","4,527,416.611","61.536","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"33","glTexSubImage3D","4,513,140.785","260.494","14,338.483","4,527,479.268","0.543","14","0x20000","0xFFFFFFFFB7010DE6","7144"
"33","glTexSubImage3D","4,513,140.785","260.494","14,354.803","4,527,495.588","61.312","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"34","glTexSubImage3D","4,513,401.947","135.171","14,155.657","4,527,557.604","62.048","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"35","glTexSubImage3D","4,513,537.577","62.265","14,082.587","4,527,620.164","61.313","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"36","glTexSubImage3D","4,513,600.268","165.753","14,081.721","4,527,681.989","62.336","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"37","glTexSubImage3D","4,513,766.600","57.789","13,976.669","4,527,743.269","62.433","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"38","glTexSubImage3D","4,513,824.777","59.145","13,981.436","4,527,806.213","61.697","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"39","glTexSubImage3D","4,513,884.281","51.437","13,984.333","4,527,868.614","61.408","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"40","glTexSubImage3D","4,513,936.395","259.396","13,994.875","4,527,931.270","0.544","15","0x20000","0xFFFFFFFFB7010DE6","7144"
"40","glTexSubImage3D","4,513,936.395","259.396","14,009.531","4,527,945.926","61.313","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"41","glTexSubImage3D","4,514,196.377","115.355","13,811.438","4,528,007.815","61.216","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"42","glTexSubImage3D","4,514,312.234","60.718","13,757.341","4,528,069.575","61.248","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"43","glTexSubImage3D","4,514,374.436","184.640","13,757.091","4,528,131.527","62.401","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"44","glTexSubImage3D","4,514,559.430","57.719","13,633.410","4,528,192.840","62.464","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"45","glTexSubImage3D","4,514,617.745","61.453","13,638.135","4,528,255.880","61.632","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"46","glTexSubImage3D","4,514,679.712","60.288","13,638.312","4,528,318.024","61.313","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"47","glTexSubImage3D","4,514,740.381","267.168","13,640.076","4,528,380.457","0.544","16","0x20000","0xFFFFFFFFB7010DE6","7144"
"47","glTexSubImage3D","4,514,740.381","267.168","13,656.396","4,528,396.777","61.568","17","0x20000","0xFFFFFFFFB7010DE6","7144"
"48","glTexSubImage3D","4,515,008.229","111.390","13,450.660","4,528,458.889","61.344","17","0x20000","0xFFFFFFFFB7010DE6","7144"
"49","glTexSubImage3D","4,515,120.280","61.774","13,400.530","4,528,520.810","61.280","17","0x20000","0xFFFFFFFFB7010DE6","7144"
"50","glTexSubImage3D","4,515,182.607","186.782","13,399.995","4,528,582.602","62.560","17","0x20000","0xFFFFFFFFB7010DE6","7144"
"51","glTexSubImage3D","4,515,369.886","55.257","13,274.188","4,528,644.074","62.400","17","0x20000","0xFFFFFFFFB7010DE6","7144"
