"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","1,760,000.075","103.599","4,708.568","1,764,708.643","16.576","10","0x20000","0x1A010E16","2700"
"1","glTexSubImage3D","1,760,104.186","38.617","4,621.545","1,764,725.731","16.289","10","0x20000","0x1A010E16","2700"
"2","glTexSubImage3D","1,760,149.559","27.953","4,593.005","1,764,742.564","16.256","10","0x20000","0x1A010E16","2700"
"3","glTexSubImage3D","1,760,177.828","24.907","4,581.568","1,764,759.396","17.728","10","0x20000","0x1A010E16","2700"
"4","glTexSubImage3D","1,760,203.030","24.869","4,572.782","1,764,775.812","17.536","10","0x20000","0x1A010E16","2700"
"5","glTexSubImage3D","1,760,228.186","27.351","4,565.706","1,764,793.892","16.800","10","0x20000","0x1A010E16","2700"
"6","glTexSubImage3D","1,760,255.883","21.835","4,555.481","1,764,811.364","16.320","10","0x20000","0x1A010E16","2700"
"7","glTexSubImage3D","1,760,278.069","902.007","4,550.895","1,764,828.964","0.544","10","0x20000","0x1A010E16","2700"
"7","glTexSubImage3D","1,760,278.069","902.007","4,563.727","1,764,841.796","16.288","11","0x20000","0x1A010E16","2700"
"8","glTexSubImage3D","1,761,181.180","33.031","3,677.480","1,764,858.660","16.256","11","0x20000","0x1A010E16","2700"
"9","glTexSubImage3D","1,761,214.623","25.815","3,660.837","1,764,875.460","16.224","11","0x20000","0x1A010E16","2700"
"10","glTexSubImage3D","1,761,241.036","114.133","3,651.160","1,764,892.196","16.256","11","0x20000","0x1A010E16","2700"
"11","glTexSubImage3D","1,761,355.839","25.160","3,553.125","1,764,908.964","16.288","11","0x20000","0x1A010E16","2700"
"12","glTexSubImage3D","1,761,381.575","23.475","3,544.382","1,764,925.957","16.287","11","0x20000","0x1A010E16","2700"
"13","glTexSubImage3D","1,761,405.547","23.144","3,537.338","1,764,942.885","16.736","11","0x20000","0x1A010E16","2700"
"14","glTexSubImage3D","1,761,428.991","21.744","3,531.302","1,764,960.293","17.472","11","0x20000","0x1A010E16","2700"
"15","glTexSubImage3D","1,761,451.319","22.617","3,525.198","1,764,976.517","17.504","11","0x20000","0x1A010E16","2700"
"16","glTexSubImage3D","1,761,474.229","21.364","3,520.368","1,764,994.597","16.256","11","0x20000","0x1A010E16","2700"
"17","glTexSubImage3D","1,761,495.869","22.819","3,515.528","1,765,011.397","16.288","11","0x20000","0x1A010E16","2700"
"18","glTexSubImage3D","1,761,519.101","22.292","3,509.096","1,765,028.197","16.256","11","0x20000","0x1A010E16","2700"
"19","glTexSubImage3D","1,761,541.678","21.879","3,503.319","1,765,044.997","16.256","11","0x20000","0x1A010E16","2700"
"20","glTexSubImage3D","1,761,563.872","23.694","3,497.893","1,765,061.765","16.224","11","0x20000","0x1A010E16","2700"
"21","glTexSubImage3D","1,761,587.901","22.409","3,490.632","1,765,078.533","16.224","11","0x20000","0x1A010E16","2700"
"22","glTexSubImage3D","1,761,610.642","591.355","3,485.171","1,765,095.813","0.512","11","0x20000","0x1A010E16","2700"
"22","glTexSubImage3D","1,761,610.642","591.355","3,500.499","1,765,111.141","16.481","12","0x20000","0x1A010E16","2700"
"23","glTexSubImage3D","1,762,202.666","48.310","2,925.467","1,765,128.133","16.225","12","0x20000","0x1A010E16","2700"
"24","glTexSubImage3D","1,762,251.601","23.073","2,893.333","1,765,144.934","16.224","12","0x20000","0x1A010E16","2700"
"25","glTexSubImage3D","1,762,274.987","74.195","2,886.715","1,765,161.702","16.224","12","0x20000","0x1A010E16","2700"
"26","glTexSubImage3D","1,762,349.752","24.424","2,828.750","1,765,178.502","16.224","12","0x20000","0x1A010E16","2700"
"27","glTexSubImage3D","1,762,374.483","23.563","2,820.755","1,765,195.238","16.256","12","0x20000","0x1A010E16","2700"
"28","glTexSubImage3D","1,762,398.513","22.643","2,813.493","1,765,212.006","16.384","12","0x20000","0x1A010E16","2700"
"29","glTexSubImage3D","1,762,421.429","79.495","2,807.505","1,765,228.934","16.256","12","0x20000","0x1A010E16","2700"
"30","glTexSubImage3D","1,762,501.201","21.718","2,744.501","1,765,245.702","16.256","12","0x20000","0x1A010E16","2700"
"31","glTexSubImage3D","1,762,523.391","21.066","2,739.175","1,765,262.566","16.288","12","0x20000","0x1A010E16","2700"
"32","glTexSubImage3D","1,762,544.745","21.306","2,734.749","1,765,279.494","16.705","12","0x20000","0x1A010E16","2700"
"33","glTexSubImage3D","1,762,566.332","22.745","2,730.506","1,765,296.838","16.257","12","0x20000","0x1A010E16","2700"
"34","glTexSubImage3D","1,762,589.371","21.343","2,724.236","1,765,313.607","16.256","12","0x20000","0x1A010E16","2700"
"35","glTexSubImage3D","1,762,611.052","21.818","2,719.355","1,765,330.407","16.224","12","0x20000","0x1A010E16","2700"
"36","glTexSubImage3D","1,762,633.184","20.994","2,714.183","1,765,347.367","16.256","12","0x20000","0x1A010E16","2700"
"37","glTexSubImage3D","1,762,654.456","20.566","2,709.679","1,765,364.135","17.568","12","0x20000","0x1A010E16","2700"
"38","glTexSubImage3D","1,762,675.296","22.220","2,705.095","1,765,380.391","17.536","12","0x20000","0x1A010E16","2700"
"39","glTexSubImage3D","1,762,697.791","21.050","2,700.680","1,765,398.471","16.224","12","0x20000","0x1A010E16","2700"
"40","glTexSubImage3D","1,762,719.168","22.288","2,696.039","1,765,415.207","16.352","12","0x20000","0x1A010E16","2700"
"41","glTexSubImage3D","1,762,741.779","21.441","2,690.324","1,765,432.103","16.256","12","0x20000","0x1A010E16","2700"
"42","glTexSubImage3D","1,762,763.497","20.882","2,685.406","1,765,448.903","16.224","12","0x20000","0x1A010E16","2700"
