"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","575,976.937","153.477","1,173.894","577,150.831","16.928","9","0x20000","0x74010EA5","3108"
"1","glTexSubImage3D","576,131.113","55.586","1,037.190","577,168.303","16.672","9","0x20000","0x74010EA5","3108"
"2","glTexSubImage3D","576,192.057","32.828","993.494","577,185.551","16.800","9","0x20000","0x74010EA5","3108"
"3","glTexSubImage3D","576,225.195","32.072","977.700","577,202.895","18.816","9","0x20000","0x74010EA5","3108"
"4","glTexSubImage3D","576,257.558","24.411","962.873","577,220.431","17.952","9","0x20000","0x74010EA5","3108"
"5","glTexSubImage3D","576,282.253","24.697","956.642","577,238.895","16.704","9","0x20000","0x74010EA5","3108"
"6","glTexSubImage3D","576,307.238","21.799","948.873","577,256.111","16.672","9","0x20000","0x74010EA5","3108"
"7","glTexSubImage3D","576,329.361","235.437","944.478","577,273.839","0.512","9","0x20000","0x74010EA5","3108"
"7","glTexSubImage3D","576,329.361","235.437","1,806.531","578,135.892","16.896","10","0x20000","0x74010EA5","3108"
"8","glTexSubImage3D","576,565.504","72.587","1,588.084","578,153.588","16.608","10","0x20000","0x74010EA5","3108"
"9","glTexSubImage3D","576,638.584","23.062","1,532.188","578,170.772","16.640","10","0x20000","0x74010EA5","3108"
"10","glTexSubImage3D","576,661.941","20.444","1,526.143","578,188.084","16.640","10","0x20000","0x74010EA5","3108"
"11","glTexSubImage3D","576,682.667","21.400","1,522.569","578,205.236","16.640","10","0x20000","0x74010EA5","3108"
"12","glTexSubImage3D","576,704.355","23.373","1,518.065","578,222.420","16.672","10","0x20000","0x74010EA5","3108"
"13","glTexSubImage3D","576,728.166","77.125","1,511.630","578,239.796","16.640","10","0x20000","0x74010EA5","3108"
"14","glTexSubImage3D","576,805.616","22.096","1,451.332","578,256.948","18.080","10","0x20000","0x74010EA5","3108"
"15","glTexSubImage3D","576,828.387","24.758","1,445.265","578,273.652","18.048","10","0x20000","0x74010EA5","3108"
"16","glTexSubImage3D","576,853.491","24.485","1,438.721","578,292.212","16.641","10","0x20000","0x74010EA5","3108"
"17","glTexSubImage3D","576,878.257","38.463","1,431.140","578,309.397","16.704","10","0x20000","0x74010EA5","3108"
"18","glTexSubImage3D","576,917.057","20.916","1,409.588","578,326.645","16.640","10","0x20000","0x74010EA5","3108"
"19","glTexSubImage3D","576,938.248","21.668","1,405.837","578,344.085","16.704","10","0x20000","0x74010EA5","3108"
"20","glTexSubImage3D","576,960.199","21.779","1,401.102","578,361.301","16.672","10","0x20000","0x74010EA5","3108"
"21","glTexSubImage3D","576,982.318","20.052","1,396.199","578,378.517","16.736","10","0x20000","0x74010EA5","3108"
"22","glTexSubImage3D","577,002.676","165.791","1,393.633","578,396.309","0.544","10","0x20000","0x74010EA5","3108"
"22","glTexSubImage3D","577,002.676","165.791","1,409.953","578,412.629","16.640","11","0x20000","0x74010EA5","3108"
"23","glTexSubImage3D","577,168.984","97.020","1,261.117","578,430.101","16.672","11","0x20000","0x74010EA5","3108"
"24","glTexSubImage3D","577,266.477","35.163","1,180.872","578,447.349","16.704","11","0x20000","0x74010EA5","3108"
"25","glTexSubImage3D","577,301.930","21.271","1,162.699","578,464.629","16.704","11","0x20000","0x74010EA5","3108"
"26","glTexSubImage3D","577,323.556","128.281","1,158.321","578,481.877","16.673","11","0x20000","0x74010EA5","3108"
"27","glTexSubImage3D","577,453.322","39.638","1,045.772","578,499.094","16.671","11","0x20000","0x74010EA5","3108"
"28","glTexSubImage3D","577,494.228","31.142","1,022.082","578,516.310","16.672","11","0x20000","0x74010EA5","3108"
"29","glTexSubImage3D","577,525.773","28.552","1,007.753","578,533.526","16.672","11","0x20000","0x74010EA5","3108"
"30","glTexSubImage3D","577,554.658","32.020","996.148","578,550.806","16.640","11","0x20000","0x74010EA5","3108"
"31","glTexSubImage3D","577,587.229","28.730","980.761","578,567.990","17.600","11","0x20000","0x74010EA5","3108"
