"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","2,189,738.146","1,029.158","9,199.521","2,198,937.667","106.432","10","0x20000","0xFFFFFFFFF40107C1","12168"
"0","glTexSubImage3D","2,189,738.146","1,029.158","9,318.594","2,199,056.740","144.384","11","0x20000","0xFFFFFFFFF40107C1","12168"
"1","glTexSubImage3D","2,190,770.000","1,431.075","8,431.828","2,199,201.828","94.049","11","0x20000","0xFFFFFFFFF40107C1","12168"
"1","glTexSubImage3D","2,190,770.000","1,431.075","8,564.853","2,199,334.853","162.113","12","0x20000","0xFFFFFFFFF40107C1","12168"
"2","glTexSubImage3D","2,192,208.664","675.469","7,289.006","2,199,497.670","259.746","12","0x20000","0xFFFFFFFFF40107C1","12168"
"3","glTexSubImage3D","2,192,886.546","777.210","6,871.542","2,199,758.088","282.337","12","0x20000","0xFFFFFFFFF40107C1","12168"
"4","glTexSubImage3D","2,193,667.404","293.453","6,373.598","2,200,041.002","242.209","12","0x20000","0xFFFFFFFFF40107C1","12168"
"5","glTexSubImage3D","2,193,962.669","632.697","6,322.078","2,200,284.747","0.544","12","0x20000","0xFFFFFFFFF40107C1","12168"
"5","glTexSubImage3D","2,193,962.669","632.697","6,336.702","2,200,299.371","244.098","13","0x20000","0xFFFFFFFFF40107C1","12168"
"6","glTexSubImage3D","2,194,598.140","405.734","5,944.145","2,200,542.285","241.793","13","0x20000","0xFFFFFFFFF40107C1","12168"
"6","glTexSubImage3D","2,194,598.140","405.734","6,200.722","2,200,798.862","3.840","14","0x20000","0xFFFFFFFFF40107C1","12168"
"7","glTexSubImage3D","2,195,004.634","578.895","5,798.612","2,200,803.246","252.322","14","0x20000","0xFFFFFFFFF40107C1","12168"
"8","glTexSubImage3D","2,195,585.467","566.494","5,470.613","2,201,056.080","201.569","14","0x20000","0xFFFFFFFFF40107C1","12168"
"8","glTexSubImage3D","2,195,585.467","566.494","5,688.438","2,201,273.905","65.345","15","0x20000","0xFFFFFFFFF40107C1","12168"
"9","glTexSubImage3D","2,196,153.011","472.460","5,187.071","2,201,340.082","289.153","15","0x20000","0xFFFFFFFFF40107C1","12168"
"10","glTexSubImage3D","2,196,626.497","677.209","5,003.346","2,201,629.843","128.769","15","0x20000","0xFFFFFFFFF40107C1","12168"
"10","glTexSubImage3D","2,196,626.497","677.209","5,147.859","2,201,774.356","149.153","16","0x20000","0xFFFFFFFFF40107C1","12168"
"11","glTexSubImage3D","2,197,305.383","423.382","4,618.894","2,201,924.277","251.522","16","0x20000","0xFFFFFFFFF40107C1","12168"
"12","glTexSubImage3D","2,197,730.098","631.753","4,446.277","2,202,176.375","77.248","16","0x20000","0xFFFFFFFFF40107C1","12168"
"12","glTexSubImage3D","2,197,730.098","631.753","4,540.229","2,202,270.327","189.825","17","0x20000","0xFFFFFFFFF40107C1","12168"
"13","glTexSubImage3D","2,198,363.787","358.828","4,096.909","2,202,460.696","263.810","17","0x20000","0xFFFFFFFFF40107C1","12168"
"14","glTexSubImage3D","2,198,723.553","861.118","4,002.585","2,202,726.138","0.544","17","0x20000","0xFFFFFFFFF40107C1","12168"
"14","glTexSubImage3D","2,198,723.553","861.118","4,018.457","2,202,742.010","260.834","18","0x20000","0xFFFFFFFFF40107C1","12168"
"15","glTexSubImage3D","2,199,586.612","582.832","3,415.144","2,203,001.756","241.761","18","0x20000","0xFFFFFFFFF40107C1","12168"
"15","glTexSubImage3D","2,199,586.612","582.832","3,673.961","2,203,260.573","3.648","19","0x20000","0xFFFFFFFFF40107C1","12168"
"16","glTexSubImage3D","2,200,171.415","711.038","3,093.318","2,203,264.733","277.858","19","0x20000","0xFFFFFFFFF40107C1","12168"
"17","glTexSubImage3D","2,200,883.903","450.104","2,659.264","2,203,543.167","186.561","19","0x20000","0xFFFFFFFFF40107C1","12168"
"17","glTexSubImage3D","2,200,883.903","450.104","2,862.049","2,203,745.952","72.289","20","0x20000","0xFFFFFFFFF40107C1","12168"
"18","glTexSubImage3D","2,201,335.900","417.582","2,482.885","2,203,818.785","243.521","20","0x20000","0xFFFFFFFFF40107C1","12168"
"19","glTexSubImage3D","2,201,754.147","382.918","2,308.735","2,204,062.882","131.169","20","0x20000","0xFFFFFFFFF40107C1","12168"
"19","glTexSubImage3D","2,201,754.147","382.918","2,457.248","2,204,211.395","137.473","21","0x20000","0xFFFFFFFFF40107C1","12168"
"20","glTexSubImage3D","2,202,137.654","358.399","2,211.758","2,204,349.412","289.794","21","0x20000","0xFFFFFFFFF40107C1","12168"
"21","glTexSubImage3D","2,202,497.389","450.134","2,142.329","2,204,639.718","67.904","21","0x20000","0xFFFFFFFFF40107C1","12168"
"21","glTexSubImage3D","2,202,497.389","450.134","2,226.617","2,204,724.006","181.729","22","0x20000","0xFFFFFFFFF40107C1","12168"
"22","glTexSubImage3D","2,202,948.802","364.716","1,957.477","2,204,906.279","243.010","22","0x20000","0xFFFFFFFFF40107C1","12168"
"23","glTexSubImage3D","2,203,314.766","402.316","1,835.579","2,205,150.345","0.576","22","0x20000","0xFFFFFFFFF40107C1","12168"
"23","glTexSubImage3D","2,203,314.766","402.316","1,851.547","2,205,166.313","241.249","23","0x20000","0xFFFFFFFFF40107C1","12168"
"24","glTexSubImage3D","2,203,717.953","348.791","1,688.425","2,205,406.378","240.738","23","0x20000","0xFFFFFFFFF40107C1","12168"
"24","glTexSubImage3D","2,203,717.953","348.791","1,945.707","2,205,663.660","3.648","24","0x20000","0xFFFFFFFFF40107C1","12168"
"25","glTexSubImage3D","2,204,067.623","394.028","1,600.613","2,205,668.236","264.514","24","0x20000","0xFFFFFFFFF40107C1","12168"
"26","glTexSubImage3D","2,204,462.805","386.392","1,470.489","2,205,933.294","203.777","24","0x20000","0xFFFFFFFFF40107C1","12168"
"26","glTexSubImage3D","2,204,462.805","386.392","1,690.106","2,206,152.911","62.688","25","0x20000","0xFFFFFFFFF40107C1","12168"
"27","glTexSubImage3D","2,204,850.379","333.903","1,365.764","2,206,216.143","250.082","25","0x20000","0xFFFFFFFFF40107C1","12168"
"28","glTexSubImage3D","2,205,185.412","327.360","1,281.357","2,206,466.769","123.489","25","0x20000","0xFFFFFFFFF40107C1","12168"
"28","glTexSubImage3D","2,205,185.412","327.360","1,421.422","2,206,606.834","125.633","26","0x20000","0xFFFFFFFFF40107C1","12168"
"29","glTexSubImage3D","2,205,513.979","351.740","1,219.032","2,206,733.011","246.017","26","0x20000","0xFFFFFFFFF40107C1","12168"
"30","glTexSubImage3D","2,205,867.174","535.350","1,112.398","2,206,979.572","63.937","26","0x20000","0xFFFFFFFFF40107C1","12168"
"30","glTexSubImage3D","2,205,867.174","535.350","1,193.231","2,207,060.405","182.913","27","0x20000","0xFFFFFFFFF40107C1","12168"
"31","glTexSubImage3D","2,206,404.026","325.591","839.836","2,207,243.862","243.713","27","0x20000","0xFFFFFFFFF40107C1","12168"
"32","glTexSubImage3D","2,206,730.868","365.662","757.859","2,207,488.727","0.576","27","0x20000","0xFFFFFFFFF40107C1","12168"
"32","glTexSubImage3D","2,206,730.868","365.662","774.595","2,207,505.463","249.186","28","0x20000","0xFFFFFFFFF40107C1","12168"
"33","glTexSubImage3D","2,207,097.389","361.335","656.108","2,207,753.497","249.665","28","0x20000","0xFFFFFFFFF40107C1","12168"
"33","glTexSubImage3D","2,207,097.389","361.335","1,013.070","2,208,110.459","3.648","29","0x20000","0xFFFFFFFFF40107C1","12168"
"34","glTexSubImage3D","2,207,459.994","350.884","654.689","2,208,114.683","243.010","29","0x20000","0xFFFFFFFFF40107C1","12168"
"35","glTexSubImage3D","2,207,811.772","356.566","546.432","2,208,358.204","179.906","29","0x20000","0xFFFFFFFFF40107C1","12168"
"35","glTexSubImage3D","2,207,811.772","356.566","837.890","2,208,649.662","62.657","30","0x20000","0xFFFFFFFFF40107C1","12168"
"36","glTexSubImage3D","2,208,169.414","314.940","543.481","2,208,712.895","242.209","30","0x20000","0xFFFFFFFFF40107C1","12168"
"37","glTexSubImage3D","2,208,485.619","281.840","470.029","2,208,955.648","120.513","30","0x20000","0xFFFFFFFFF40107C1","12168"
"37","glTexSubImage3D","2,208,485.619","281.840","710.351","2,209,195.970","125.664","31","0x20000","0xFFFFFFFFF40107C1","12168"
"38","glTexSubImage3D","2,208,768.048","301.544","554.130","2,209,322.178","243.106","31","0x20000","0xFFFFFFFFF40107C1","12168"
"39","glTexSubImage3D","2,209,070.859","347.618","494.969","2,209,565.828","61.664","31","0x20000","0xFFFFFFFFF40107C1","12168"
"39","glTexSubImage3D","2,209,070.859","347.618","675.162","2,209,746.021","186.305","32","0x20000","0xFFFFFFFFF40107C1","12168"
"40","glTexSubImage3D","2,209,419.963","286.006","512.971","2,209,932.934","251.938","32","0x20000","0xFFFFFFFFF40107C1","12168"
"41","glTexSubImage3D","2,209,707.247","382.618","478.713","2,210,185.960","0.512","32","0x20000","0xFFFFFFFFF40107C1","12168"
"41","glTexSubImage3D","2,209,707.247","382.618","1,038.940","2,210,746.187","245.250","33","0x20000","0xFFFFFFFFF40107C1","12168"
"42","glTexSubImage3D","2,210,091.272","364.122","899.045","2,210,990.317","250.817","33","0x20000","0xFFFFFFFFF40107C1","12168"
"42","glTexSubImage3D","2,210,091.272","364.122","1,165.478","2,211,256.750","3.680","34","0x20000","0xFFFFFFFFF40107C1","12168"
"43","glTexSubImage3D","2,210,457.143","275.994","803.927","2,211,261.070","251.010","34","0x20000","0xFFFFFFFFF40107C1","12168"
"44","glTexSubImage3D","2,210,734.527","348.071","778.097","2,211,512.624","181.025","34","0x20000","0xFFFFFFFFF40107C1","12168"
"44","glTexSubImage3D","2,210,734.527","348.071","975.794","2,211,710.321","63.200","35","0x20000","0xFFFFFFFFF40107C1","12168"
"45","glTexSubImage3D","2,211,083.993","334.601","690.072","2,211,774.065","242.402","35","0x20000","0xFFFFFFFFF40107C1","12168"
"46","glTexSubImage3D","2,211,419.268","331.824","598.095","2,212,017.363","121.313","35","0x20000","0xFFFFFFFFF40107C1","12168"
