"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","4,139,454.731","1,030.281","17,933.137","4,157,387.868","107.361","10","0x20000","0x19010E06","5068"
"0","glTexSubImage3D","4,139,454.731","1,030.281","18,054.226","4,157,508.957","141.889","11","0x20000","0x19010E06","5068"
"1","glTexSubImage3D","4,140,487.763","2,425.549","17,163.851","4,157,651.614","94.976","11","0x20000","0x19010E06","5068"
"1","glTexSubImage3D","4,140,487.763","2,425.549","17,272.811","4,157,760.574","163.969","12","0x20000","0x19010E06","5068"
"2","glTexSubImage3D","4,142,925.261","456.952","14,999.954","4,157,925.215","258.945","12","0x20000","0x19010E06","5068"
"3","glTexSubImage3D","4,143,383.210","750.676","14,801.590","4,158,184.800","251.361","12","0x20000","0x19010E06","5068"
"4","glTexSubImage3D","4,144,135.885","272.568","14,300.820","4,158,436.705","253.249","12","0x20000","0x19010E06","5068"
"5","glTexSubImage3D","4,144,416.601","660.871","14,274.825","4,158,691.426","0.641","12","0x20000","0x19010E06","5068"
"5","glTexSubImage3D","4,144,416.601","660.871","14,291.689","4,158,708.290","250.594","13","0x20000","0x19010E06","5068"
"6","glTexSubImage3D","4,145,078.980","388.369","13,878.272","4,158,957.252","244.033","13","0x20000","0x19010E06","5068"
"6","glTexSubImage3D","4,145,078.980","388.369","14,276.737","4,159,355.717","3.937","14","0x20000","0x19010E06","5068"
"7","glTexSubImage3D","4,145,468.524","616.313","13,892.057","4,159,360.581","251.201","14","0x20000","0x19010E06","5068"
"8","glTexSubImage3D","4,146,086.343","571.278","13,525.984","4,159,612.327","183.136","14","0x20000","0x19010E06","5068"
"8","glTexSubImage3D","4,146,086.343","571.278","13,812.161","4,159,898.504","72.704","15","0x20000","0x19010E06","5068"
"9","glTexSubImage3D","4,146,659.784","415.173","13,312.224","4,159,972.008","252.929","15","0x20000","0x19010E06","5068"
"10","glTexSubImage3D","4,147,075.827","573.221","13,149.750","4,160,225.577","123.009","15","0x20000","0x19010E06","5068"
