"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","1,408,042.034","176.318","4,689.468","1,412,731.502","67.457","10","0x20000","0x45010F41","12168"
"1","glTexSubImage3D","1,408,220.468","1,125.577","4,579.355","1,412,799.823","46.752","10","0x20000","0x45010F41","12168"
"1","glTexSubImage3D","1,408,220.468","1,125.577","4,727.547","1,412,948.015","17.793","11","0x20000","0x45010F41","12168"
"2","glTexSubImage3D","1,409,406.623","84.243","3,559.697","1,412,966.320","87.424","11","0x20000","0x45010F41","12168"
"3","glTexSubImage3D","1,409,492.695","108.694","3,562.329","1,413,055.024","66.592","11","0x20000","0x45010F41","12168"
"4","glTexSubImage3D","1,409,603.037","89.788","3,517.076","1,413,120.113","69.312","11","0x20000","0x45010F41","12168"
"5","glTexSubImage3D","1,409,693.427","754.804","3,497.470","1,413,190.897","0.544","11","0x20000","0x45010F41","12168"
"5","glTexSubImage3D","1,409,693.427","754.804","3,936.544","1,413,629.971","61.568","12","0x20000","0x45010F41","12168"
"6","glTexSubImage3D","1,410,449.734","101.350","3,242.701","1,413,692.435","61.249","12","0x20000","0x45010F41","12168"
"7","glTexSubImage3D","1,410,552.382","77.242","3,201.878","1,413,754.260","62.336","12","0x20000","0x45010F41","12168"
"8","glTexSubImage3D","1,410,630.193","84.767","3,187.075","1,413,817.268","70.657","12","0x20000","0x45010F41","12168"
"9","glTexSubImage3D","1,410,716.269","79.490","3,170.215","1,413,886.484","70.977","12","0x20000","0x45010F41","12168"
"10","glTexSubImage3D","1,410,796.741","85.887","3,161.520","1,413,958.261","75.008","12","0x20000","0x45010F41","12168"
"11","glTexSubImage3D","1,410,883.970","78.969","3,149.843","1,414,033.813","64.545","12","0x20000","0x45010F41","12168"
"12","glTexSubImage3D","1,410,963.202","382.273","3,135.700","1,414,098.902","81.088","12","0x20000","0x45010F41","12168"
"13","glTexSubImage3D","1,411,346.818","85.343","2,833.748","1,414,180.566","61.344","12","0x20000","0x45010F41","12168"
"14","glTexSubImage3D","1,411,432.787","234.393","2,809.635","1,414,242.422","61.249","12","0x20000","0x45010F41","12168"
"15","glTexSubImage3D","1,411,668.812","84.565","2,635.563","1,414,304.375","62.560","12","0x20000","0x45010F41","12168"
"16","glTexSubImage3D","1,411,754.461","87.280","2,611.386","1,414,365.847","64.512","12","0x20000","0x45010F41","12168"
"17","glTexSubImage3D","1,411,842.893","75.989","2,588.042","1,414,430.935","61.377","12","0x20000","0x45010F41","12168"
"18","glTexSubImage3D","1,411,919.941","154.749","2,572.883","1,414,492.824","61.728","12","0x20000","0x45010F41","12168"
"19","glTexSubImage3D","1,412,075.717","393.830","2,479.891","1,414,555.608","0.544","12","0x20000","0x45010F41","12168"
"19","glTexSubImage3D","1,412,075.717","393.830","2,933.429","1,415,009.146","61.505","13","0x20000","0x45010F41","12168"
"20","glTexSubImage3D","1,412,471.198","142.838","2,600.253","1,415,071.451","63.840","13","0x20000","0x45010F41","12168"
"21","glTexSubImage3D","1,412,614.849","131.668","2,521.018","1,415,135.867","65.344","13","0x20000","0x45010F41","12168"
"22","glTexSubImage3D","1,412,748.162","209.823","2,453.593","1,415,201.755","62.785","13","0x20000","0x45010F41","12168"
"23","glTexSubImage3D","1,412,959.029","216.296","2,304.135","1,415,263.164","63.040","13","0x20000","0x45010F41","12168"
"24","glTexSubImage3D","1,413,176.556","102.161","2,150.192","1,415,326.748","61.216","13","0x20000","0x45010F41","12168"
"25","glTexSubImage3D","1,413,279.269","153.281","2,109.431","1,415,388.700","61.249","13","0x20000","0x45010F41","12168"
"26","glTexSubImage3D","1,413,433.721","548.878","2,017.444","1,415,451.165","0.544","13","0x20000","0x45010F41","12168"
"26","glTexSubImage3D","1,413,433.721","548.878","3,727.917","1,417,161.638","70.688","14","0x20000","0x45010F41","12168"
"27","glTexSubImage3D","1,413,985.040","900.597","3,248.246","1,417,233.286","63.648","14","0x20000","0x45010F41","12168"
"28","glTexSubImage3D","1,414,888.867","189.343","2,408.643","1,417,297.510","64.225","14","0x20000","0x45010F41","12168"
"29","glTexSubImage3D","1,415,079.733","522.523","2,282.674","1,417,362.407","72.512","14","0x20000","0x45010F41","12168"
"30","glTexSubImage3D","1,415,604.326","124.035","1,829.249","1,417,433.575","72.064","14","0x20000","0x45010F41","12168"
"31","glTexSubImage3D","1,415,729.604","77.669","1,776.644","1,417,506.248","62.816","14","0x20000","0x45010F41","12168"
"32","glTexSubImage3D","1,415,808.339","85.734","1,761.301","1,417,569.640","79.200","14","0x20000","0x45010F41","12168"
"33","glTexSubImage3D","1,415,894.483","425.863","1,755.541","1,417,650.024","0.640","14","0x20000","0x45010F41","12168"
"33","glTexSubImage3D","1,415,894.483","425.863","1,772.917","1,417,667.400","68.961","15","0x20000","0x45010F41","12168"
"34","glTexSubImage3D","1,416,322.045","152.564","1,414.860","1,417,736.905","67.712","15","0x20000","0x45010F41","12168"
"35","glTexSubImage3D","1,416,475.191","79.378","1,330.194","1,417,805.385","66.368","15","0x20000","0x45010F41","12168"
"36","glTexSubImage3D","1,416,554.923","146.140","1,317.374","1,417,872.297","62.497","15","0x20000","0x45010F41","12168"
"37","glTexSubImage3D","1,416,701.794","153.860","1,231.912","1,417,933.706","62.528","15","0x20000","0x45010F41","12168"
"38","glTexSubImage3D","1,416,856.000","85.183","1,140.778","1,417,996.778","61.408","15","0x20000","0x45010F41","12168"
"39","glTexSubImage3D","1,416,942.350","75.786","1,116.380","1,418,058.730","61.473","15","0x20000","0x45010F41","12168"
"40","glTexSubImage3D","1,417,018.400","104.960","1,102.923","1,418,121.323","0.608","15","0x20000","0x45010F41","12168"
"40","glTexSubImage3D","1,417,018.400","104.960","1,119.531","1,418,137.931","61.664","16","0x20000","0x45010F41","12168"
"41","glTexSubImage3D","1,417,124.503","91.349","1,075.668","1,418,200.171","61.280","16","0x20000","0x45010F41","12168"
"42","glTexSubImage3D","1,417,216.216","99.556","1,046.099","1,418,262.315","61.217","16","0x20000","0x45010F41","12168"
"43","glTexSubImage3D","1,417,316.619","110.572","1,007.617","1,418,324.236","62.368","16","0x20000","0x45010F41","12168"
"44","glTexSubImage3D","1,417,428.415","120.024","957.133","1,418,385.548","62.368","16","0x20000","0x45010F41","12168"
"45","glTexSubImage3D","1,417,549.566","130.555","898.894","1,418,448.460","61.345","16","0x20000","0x45010F41","12168"
"46","glTexSubImage3D","1,417,680.731","101.561","829.618","1,418,510.349","61.280","16","0x20000","0x45010F41","12168"
"47","glTexSubImage3D","1,417,782.592","127.008","790.189","1,418,572.781","0.544","16","0x20000","0x45010F41","12168"
"47","glTexSubImage3D","1,417,782.592","127.008","806.477","1,418,589.069","61.313","17","0x20000","0x45010F41","12168"
"48","glTexSubImage3D","1,417,910.442","70.961","740.484","1,418,650.926","61.760","17","0x20000","0x45010F41","12168"
"49","glTexSubImage3D","1,417,981.659","72.815","731.539","1,418,713.198","61.408","17","0x20000","0x45010F41","12168"
