"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","8,910,920.339","191.769","32,893.257","8,943,813.596","59.872","10","0x20000","0x35010D05","2160"
"1","glTexSubImage3D","8,911,113.617","271.275","32,760.523","8,943,874.140","43.265","10","0x20000","0x35010D05","2160"
"1","glTexSubImage3D","8,911,113.617","271.275","32,818.668","8,943,932.285","16.352","11","0x20000","0x35010D05","2160"
"2","glTexSubImage3D","8,911,390.208","283.091","32,558.941","8,943,949.149","57.024","11","0x20000","0x35010D05","2160"
"3","glTexSubImage3D","8,911,673.700","287.848","32,332.985","8,944,006.685","58.113","11","0x20000","0x35010D05","2160"
"4","glTexSubImage3D","8,911,961.944","303.704","32,101.830","8,944,063.774","58.048","11","0x20000","0x35010D05","2160"
"5","glTexSubImage3D","8,912,266.069","1,454.062","31,856.809","8,944,122.878","0.512","11","0x20000","0x35010D05","2160"
"5","glTexSubImage3D","8,912,266.069","1,454.062","31,872.233","8,944,138.302","56.992","12","0x20000","0x35010D05","2160"
"6","glTexSubImage3D","8,913,721.039","306.915","30,474.767","8,944,195.806","57.057","12","0x20000","0x35010D05","2160"
"7","glTexSubImage3D","8,914,028.796","291.548","30,224.803","8,944,253.599","56.992","12","0x20000","0x35010D05","2160"
"8","glTexSubImage3D","8,914,320.863","275.280","29,990.240","8,944,311.103","58.080","12","0x20000","0x35010D05","2160"
"9","glTexSubImage3D","8,914,596.641","59.938","29,771.486","8,944,368.127","58.721","12","0x20000","0x35010D05","2160"
"10","glTexSubImage3D","8,914,657.009","140.209","29,770.479","8,944,427.488","57.344","12","0x20000","0x35010D05","2160"
"11","glTexSubImage3D","8,914,797.668","57.897","29,687.804","8,944,485.472","57.025","12","0x20000","0x35010D05","2160"
"12","glTexSubImage3D","8,914,856.477","297.613","29,686.564","8,944,543.041","57.376","12","0x20000","0x35010D05","2160"
"13","glTexSubImage3D","8,915,154.610","121.234","29,446.479","8,944,601.089","57.536","12","0x20000","0x35010D05","2160"
"14","glTexSubImage3D","8,915,276.527","101.918","29,382.738","8,944,659.265","57.473","12","0x20000","0x35010D05","2160"
"15","glTexSubImage3D","8,915,379.142","127.202","29,338.236","8,944,717.378","59.200","12","0x20000","0x35010D05","2160"
"16","glTexSubImage3D","8,915,506.824","58.029","29,268.538","8,944,775.362","59.489","12","0x20000","0x35010D05","2160"
"17","glTexSubImage3D","8,915,565.446","60.346","29,269.949","8,944,835.395","60.256","12","0x20000","0x35010D05","2160"
"18","glTexSubImage3D","8,915,626.292","53.985","29,270.063","8,944,896.355","57.024","12","0x20000","0x35010D05","2160"
"19","glTexSubImage3D","8,915,680.528","247.762","29,273.875","8,944,954.403","0.480","12","0x20000","0x35010D05","2160"
"19","glTexSubImage3D","8,915,680.528","247.762","29,289.203","8,944,969.731","57.185","13","0x20000","0x35010D05","2160"
"20","glTexSubImage3D","8,915,928.689","143.797","29,098.739","8,945,027.428","59.168","13","0x20000","0x35010D05","2160"
"21","glTexSubImage3D","8,916,072.972","55.613","29,014.200","8,945,087.172","58.337","13","0x20000","0x35010D05","2160"
"22","glTexSubImage3D","8,916,129.136","62.044","29,016.948","8,945,146.084","59.393","13","0x20000","0x35010D05","2160"
"23","glTexSubImage3D","8,916,191.601","63.406","29,012.788","8,945,204.389","61.184","13","0x20000","0x35010D05","2160"
"24","glTexSubImage3D","8,916,255.430","57.385","29,010.847","8,945,266.277","57.697","13","0x20000","0x35010D05","2160"
"25","glTexSubImage3D","8,916,313.069","55.706","29,011.641","8,945,324.710","57.568","13","0x20000","0x35010D05","2160"
"26","glTexSubImage3D","8,916,369.087","317.047","29,014.503","8,945,383.590","0.512","13","0x20000","0x35010D05","2160"
"26","glTexSubImage3D","8,916,369.087","317.047","29,027.751","8,945,396.838","57.120","14","0x20000","0x35010D05","2160"
"27","glTexSubImage3D","8,916,688.271","127.675","28,766.200","8,945,454.471","57.632","14","0x20000","0x35010D05","2160"
"28","glTexSubImage3D","8,916,817.123","81.780","28,695.652","8,945,512.775","57.344","14","0x20000","0x35010D05","2160"
"29","glTexSubImage3D","8,916,900.299","59.999","28,670.332","8,945,570.631","59.041","14","0x20000","0x35010D05","2160"
"30","glTexSubImage3D","8,916,960.584","59.118","28,667.264","8,945,627.848","58.880","14","0x20000","0x35010D05","2160"
"31","glTexSubImage3D","8,917,020.134","72.683","28,667.106","8,945,687.240","57.600","14","0x20000","0x35010D05","2160"
"32","glTexSubImage3D","8,917,093.153","53.477","28,652.295","8,945,745.448","59.009","14","0x20000","0x35010D05","2160"
"33","glTexSubImage3D","8,917,146.894","287.567","28,658.747","8,945,805.641","0.544","14","0x20000","0x35010D05","2160"
"33","glTexSubImage3D","8,917,146.894","287.567","28,673.659","8,945,820.553","57.696","15","0x20000","0x35010D05","2160"
"34","glTexSubImage3D","8,917,434.870","124.554","28,443.955","8,945,878.825","57.153","15","0x20000","0x35010D05","2160"
"35","glTexSubImage3D","8,917,559.818","62.826","28,376.736","8,945,936.554","59.040","15","0x20000","0x35010D05","2160"
"36","glTexSubImage3D","8,917,622.910","171.476","28,373.196","8,945,996.106","59.744","15","0x20000","0x35010D05","2160"
"37","glTexSubImage3D","8,917,794.845","56.073","28,259.949","8,946,054.794","59.329","15","0x20000","0x35010D05","2160"
"38","glTexSubImage3D","8,917,851.229","62.163","28,263.598","8,946,114.827","60.160","15","0x20000","0x35010D05","2160"
"39","glTexSubImage3D","8,917,913.931","55.991","28,261.632","8,946,175.563","57.345","15","0x20000","0x35010D05","2160"
"40","glTexSubImage3D","8,917,970.248","277.131","28,264.100","8,946,234.348","0.544","15","0x20000","0x35010D05","2160"
"40","glTexSubImage3D","8,917,970.248","277.131","28,279.588","8,946,249.836","57.408","16","0x20000","0x35010D05","2160"
"41","glTexSubImage3D","8,918,247.870","95.310","28,059.918","8,946,307.788","57.632","16","0x20000","0x35010D05","2160"
"42","glTexSubImage3D","8,918,343.683","57.219","28,022.282","8,946,365.965","57.024","16","0x20000","0x35010D05","2160"
"43","glTexSubImage3D","8,918,401.167","196.907","28,022.302","8,946,423.469","58.112","16","0x20000","0x35010D05","2160"
"44","glTexSubImage3D","8,918,598.566","57.314","27,881.959","8,946,480.525","58.241","16","0x20000","0x35010D05","2160"
"45","glTexSubImage3D","8,918,656.205","61.468","27,883.073","8,946,539.278","58.016","16","0x20000","0x35010D05","2160"
"46","glTexSubImage3D","8,918,718.523","54.424","27,879.443","8,946,597.966","57.472","16","0x20000","0x35010D05","2160"
"47","glTexSubImage3D","8,918,773.306","298.934","27,883.508","8,946,656.814","0.608","16","0x20000","0x35010D05","2160"
"47","glTexSubImage3D","8,918,773.306","298.934","27,911.925","8,946,685.231","57.600","17","0x20000","0x35010D05","2160"
"48","glTexSubImage3D","8,919,074.544","128.743","27,668.831","8,946,743.375","57.408","17","0x20000","0x35010D05","2160"
"49","glTexSubImage3D","8,919,204.683","73.149","27,596.612","8,946,801.295","57.249","17","0x20000","0x35010D05","2160"
"50","glTexSubImage3D","8,919,278.103","156.479","27,580.985","8,946,859.088","58.368","17","0x20000","0x35010D05","2160"
"51","glTexSubImage3D","8,919,434.955","63.570","27,481.445","8,946,916.400","58.208","17","0x20000","0x35010D05","2160"
"52","glTexSubImage3D","8,919,498.780","63.722","27,476.340","8,946,975.120","57.313","17","0x20000","0x35010D05","2160"
"53","glTexSubImage3D","8,919,562.821","53.011","27,470.156","8,947,032.977","56.960","17","0x20000","0x35010D05","2160"
"54","glTexSubImage3D","8,919,616.140","287.902","27,474.885","8,947,091.025","0.512","17","0x20000","0x35010D05","2160"
"54","glTexSubImage3D","8,919,616.140","287.902","27,491.013","8,947,107.153","58.017","18","0x20000","0x35010D05","2160"
"55","glTexSubImage3D","8,919,904.467","94.253","27,261.247","8,947,165.714","56.992","18","0x20000","0x35010D05","2160"
"56","glTexSubImage3D","8,919,999.072","89.376","27,224.178","8,947,223.250","57.408","18","0x20000","0x35010D05","2160"
"57","glTexSubImage3D","8,920,088.750","172.866","27,192.708","8,947,281.458","59.073","18","0x20000","0x35010D05","2160"
"58","glTexSubImage3D","8,920,261.997","55.840","27,077.222","8,947,339.219","58.336","18","0x20000","0x35010D05","2160"
"59","glTexSubImage3D","8,920,318.215","63.251","27,080.076","8,947,398.291","57.152","18","0x20000","0x35010D05","2160"
"60","glTexSubImage3D","8,920,381.818","56.559","27,074.138","8,947,455.956","57.024","18","0x20000","0x35010D05","2160"
"61","glTexSubImage3D","8,920,438.627","271.548","27,075.409","8,947,514.036","0.544","18","0x20000","0x35010D05","2160"
"61","glTexSubImage3D","8,920,438.627","271.548","27,103.633","8,947,542.260","57.184","19","0x20000","0x35010D05","2160"
"62","glTexSubImage3D","8,920,710.590","141.340","26,889.463","8,947,600.053","57.568","19","0x20000","0x35010D05","2160"
"63","glTexSubImage3D","8,920,852.277","60.895","26,805.856","8,947,658.133","57.056","19","0x20000","0x35010D05","2160"
"64","glTexSubImage3D","8,920,913.484","160.887","26,802.249","8,947,715.733","58.433","19","0x20000","0x35010D05","2160"
"65","glTexSubImage3D","8,921,074.733","56.111","26,698.377","8,947,773.110","58.368","19","0x20000","0x35010D05","2160"
"66","glTexSubImage3D","8,921,131.677","64.488","26,700.345","8,947,832.022","57.312","19","0x20000","0x35010D05","2160"
"67","glTexSubImage3D","8,921,196.475","52.427","26,693.403","8,947,889.878","57.345","19","0x20000","0x35010D05","2160"
"68","glTexSubImage3D","8,921,249.211","304.957","26,699.036","8,947,948.247","0.512","19","0x20000","0x35010D05","2160"
"68","glTexSubImage3D","8,921,249.211","304.957","26,714.140","8,947,963.351","58.080","20","0x20000","0x35010D05","2160"
"69","glTexSubImage3D","8,921,555.672","178.972","26,466.271","8,948,021.943","57.345","20","0x20000","0x35010D05","2160"
"70","glTexSubImage3D","8,921,735.256","89.446","26,344.576","8,948,079.832","57.088","20","0x20000","0x35010D05","2160"
"71","glTexSubImage3D","8,921,825.248","133.661","26,312.216","8,948,137.464","58.368","20","0x20000","0x35010D05","2160"
"72","glTexSubImage3D","8,921,959.828","92.190","26,234.980","8,948,194.808","58.049","20","0x20000","0x35010D05","2160"
"73","glTexSubImage3D","8,922,052.758","169.631","26,200.643","8,948,253.401","57.312","20","0x20000","0x35010D05","2160"
"74","glTexSubImage3D","8,922,223.909","267.249","26,087.316","8,948,311.225","57.088","20","0x20000","0x35010D05","2160"
"75","glTexSubImage3D","8,922,492.506","1,710.744","25,876.991","8,948,369.497","0.641","20","0x20000","0x35010D05","2160"
"75","glTexSubImage3D","8,922,492.506","1,710.744","25,891.423","8,948,383.929","57.025","21","0x20000","0x35010D05","2160"
"76","glTexSubImage3D","8,924,208.146","226.037","24,233.352","8,948,441.498","56.992","21","0x20000","0x35010D05","2160"
"77","glTexSubImage3D","8,924,436.795","86.280","24,062.303","8,948,499.098","57.025","21","0x20000","0x35010D05","2160"
"78","glTexSubImage3D","8,924,523.362","73.990","24,033.273","8,948,556.635","58.304","21","0x20000","0x35010D05","2160"
"79","glTexSubImage3D","8,924,597.644","69.610","24,016.079","8,948,613.723","58.336","21","0x20000","0x35010D05","2160"
"80","glTexSubImage3D","8,924,667.918","69.978","24,004.717","8,948,672.635","57.185","21","0x20000","0x35010D05","2160"
"81","glTexSubImage3D","8,924,738.492","56.747","23,991.872","8,948,730.364","57.600","21","0x20000","0x35010D05","2160"
"82","glTexSubImage3D","8,924,795.506","307.101","23,993.482","8,948,788.988","0.768","21","0x20000","0x35010D05","2160"
"82","glTexSubImage3D","8,924,795.506","307.101","24,009.162","8,948,804.668","59.297","22","0x20000","0x35010D05","2160"
"83","glTexSubImage3D","8,925,103.312","61.785","23,761.229","8,948,864.541","61.152","22","0x20000","0x35010D05","2160"
"84","glTexSubImage3D","8,925,165.592","85.268","23,760.645","8,948,926.237","60.576","22","0x20000","0x35010D05","2160"
"85","glTexSubImage3D","8,925,251.191","169.682","23,736.135","8,948,987.326","58.304","22","0x20000","0x35010D05","2160"
"86","glTexSubImage3D","8,925,421.296","54.415","23,623.214","8,949,044.510","58.400","22","0x20000","0x35010D05","2160"
"87","glTexSubImage3D","8,925,476.122","61.411","23,627.332","8,949,103.454","57.057","22","0x20000","0x35010D05","2160"
"88","glTexSubImage3D","8,925,538.101","74.909","23,622.922","8,949,161.023","58.432","22","0x20000","0x35010D05","2160"
"89","glTexSubImage3D","8,925,613.656","1,206.565","23,606.823","8,949,220.479","0.512","22","0x20000","0x35010D05","2160"
"89","glTexSubImage3D","8,925,613.656","1,206.565","23,622.343","8,949,235.999","57.184","23","0x20000","0x35010D05","2160"
"90","glTexSubImage3D","8,926,821.201","66.187","22,472.495","8,949,293.696","57.408","23","0x20000","0x35010D05","2160"
"91","glTexSubImage3D","8,926,887.878","54.827","22,463.770","8,949,351.648","57.024","23","0x20000","0x35010D05","2160"
"92","glTexSubImage3D","8,926,943.297","57.568","22,465.887","8,949,409.184","58.145","23","0x20000","0x35010D05","2160"
"93","glTexSubImage3D","8,927,001.282","55.814","22,464.959","8,949,466.241","58.144","23","0x20000","0x35010D05","2160"
"94","glTexSubImage3D","8,927,057.357","51.787","22,467.540","8,949,524.897","57.888","23","0x20000","0x35010D05","2160"
