"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","8,614,773.475","244.398","35,244.837","8,650,018.312","63.680","10","0x20000","0x43010918","9272"
"1","glTexSubImage3D","8,615,019.372","363.233","35,063.164","8,650,082.536","46.368","10","0x20000","0x43010918","9272"
"1","glTexSubImage3D","8,615,019.372","363.233","35,125.884","8,650,145.256","17.377","11","0x20000","0x43010918","9272"
"2","glTexSubImage3D","8,615,390.185","296.186","34,772.992","8,650,163.177","61.760","11","0x20000","0x43010918","9272"
"3","glTexSubImage3D","8,615,687.422","313.955","34,538.187","8,650,225.609","62.912","11","0x20000","0x43010918","9272"
"4","glTexSubImage3D","8,616,002.623","294.157","34,284.362","8,650,286.985","64.033","11","0x20000","0x43010918","9272"
"5","glTexSubImage3D","8,616,297.572","1,346.229","34,054.822","8,650,352.394","0.544","11","0x20000","0x43010918","9272"
"5","glTexSubImage3D","8,616,297.572","1,346.229","34,069.158","8,650,366.730","62.400","12","0x20000","0x43010918","9272"
"6","glTexSubImage3D","8,617,644.988","272.910","32,784.654","8,650,429.642","61.249","12","0x20000","0x43010918","9272"
"7","glTexSubImage3D","8,617,918.415","266.756","32,573.052","8,650,491.467","63.392","12","0x20000","0x43010918","9272"
"8","glTexSubImage3D","8,618,185.723","266.156","32,369.712","8,650,555.435","64.289","12","0x20000","0x43010918","9272"
"9","glTexSubImage3D","8,618,453.210","190.004","32,165.425","8,650,618.635","63.713","12","0x20000","0x43010918","9272"
"10","glTexSubImage3D","8,618,643.731","62.705","32,039.129","8,650,682.860","61.248","12","0x20000","0x43010918","9272"
"11","glTexSubImage3D","8,618,706.802","62.852","32,037.850","8,650,744.652","61.249","12","0x20000","0x43010918","9272"
"12","glTexSubImage3D","8,618,769.982","316.093","32,036.431","8,650,806.413","61.248","12","0x20000","0x43010918","9272"
"13","glTexSubImage3D","8,619,086.910","65.536","31,781.391","8,650,868.301","66.208","12","0x20000","0x43010918","9272"
"14","glTexSubImage3D","8,619,153.086","65.911","31,782.127","8,650,935.213","65.089","12","0x20000","0x43010918","9272"
"15","glTexSubImage3D","8,619,219.579","199.163","31,781.523","8,651,001.102","66.976","12","0x20000","0x43010918","9272"
"16","glTexSubImage3D","8,619,419.129","70.565","31,647.349","8,651,066.478","63.393","12","0x20000","0x43010918","9272"
"17","glTexSubImage3D","8,619,490.057","65.560","31,640.422","8,651,130.479","61.792","12","0x20000","0x43010918","9272"
"18","glTexSubImage3D","8,619,556.011","66.906","31,636.804","8,651,192.815","61.248","12","0x20000","0x43010918","9272"
"19","glTexSubImage3D","8,619,623.321","293.607","31,631.798","8,651,255.119","0.512","12","0x20000","0x43010918","9272"
"19","glTexSubImage3D","8,619,623.321","293.607","31,647.382","8,651,270.703","61.473","13","0x20000","0x43010918","9272"
"20","glTexSubImage3D","8,619,917.665","125.320","31,415.023","8,651,332.688","61.248","13","0x20000","0x43010918","9272"
"21","glTexSubImage3D","8,620,043.414","67.004","31,351.066","8,651,394.480","61.633","13","0x20000","0x43010918","9272"
"22","glTexSubImage3D","8,620,110.995","138.044","31,345.918","8,651,456.913","63.456","13","0x20000","0x43010918","9272"
"23","glTexSubImage3D","8,620,249.845","66.647","31,269.052","8,651,518.897","63.265","13","0x20000","0x43010918","9272"
"24","glTexSubImage3D","8,620,317.300","74.828","31,265.533","8,651,582.833","61.665","13","0x20000","0x43010918","9272"
"25","glTexSubImage3D","8,620,392.398","59.460","31,252.644","8,651,645.042","62.400","13","0x20000","0x43010918","9272"
"26","glTexSubImage3D","8,620,452.306","292.631","31,256.352","8,651,708.658","0.544","13","0x20000","0x43010918","9272"
"26","glTexSubImage3D","8,620,452.306","292.631","31,271.424","8,651,723.730","61.505","14","0x20000","0x43010918","9272"
"27","glTexSubImage3D","8,620,745.643","161.670","31,040.168","8,651,785.811","61.888","14","0x20000","0x43010918","9272"
"28","glTexSubImage3D","8,620,907.823","69.955","30,940.420","8,651,848.243","61.984","14","0x20000","0x43010918","9272"
"29","glTexSubImage3D","8,620,978.385","187.274","30,932.418","8,651,910.803","63.777","14","0x20000","0x43010918","9272"
"30","glTexSubImage3D","8,621,166.373","70.521","30,807.055","8,651,973.428","62.528","14","0x20000","0x43010918","9272"
"31","glTexSubImage3D","8,621,237.846","81.421","30,798.686","8,652,036.532","62.049","14","0x20000","0x43010918","9272"
