"Transfer
ID","API Call","API Start Time
(μs)","API Duration
(μs)","Latency
(μs)","GPU Start Time
(μs)","GPU Duration
(μs)","Command
Buffer ID","Render
Context ID","Device
Context ID","Process
ID"
"0","glTexSubImage3D","8,936,929.606","186.081","107,883.742","9,044,813.348","177.025","10","0x20000","0xFFFFFFFF83010724","8436"
"1","glTexSubImage3D","8,937,116.118","261.017","107,875.407","9,044,991.525","133.857","10","0x20000","0xFFFFFFFF83010724","8436"
"1","glTexSubImage3D","8,937,116.118","261.017","108,040.304","9,045,156.422","50.273","11","0x20000","0xFFFFFFFF83010724","8436"
"2","glTexSubImage3D","8,937,383.108","302.855","107,826.083","9,045,209.191","168.513","11","0x20000","0xFFFFFFFF83010724","8436"
"3","glTexSubImage3D","8,937,687.304","305.611","107,691.552","9,045,378.856","172.289","11","0x20000","0xFFFFFFFF83010724","8436"
"4","glTexSubImage3D","8,937,993.311","2,183.950","107,555.498","9,045,548.809","175.105","11","0x20000","0xFFFFFFFF83010724","8436"
"5","glTexSubImage3D","8,940,185.726","687.092","105,543.212","9,045,728.938","1.152","11","0x20000","0xFFFFFFFF83010724","8436"
"5","glTexSubImage3D","8,940,185.726","687.092","105,570.252","9,045,755.978","174.850","12","0x20000","0xFFFFFFFF83010724","8436"
"6","glTexSubImage3D","8,940,875.964","94.863","105,056.399","9,045,932.363","168.226","12","0x20000","0xFFFFFFFF83010724","8436"
"7","glTexSubImage3D","8,940,971.535","68.470","105,130.301","9,046,101.836","168.354","12","0x20000","0xFFFFFFFF83010724","8436"
"8","glTexSubImage3D","8,941,040.424","80.719","105,230.886","9,046,271.310","178.689","12","0x20000","0xFFFFFFFF83010724","8436"
"9","glTexSubImage3D","8,941,121.867","71.366","105,323.268","9,046,445.135","173.057","12","0x20000","0xFFFFFFFF83010724","8436"
"10","glTexSubImage3D","8,941,193.496","54.296","105,425.848","9,046,619.344","173.217","12","0x20000","0xFFFFFFFF83010724","8436"
"11","glTexSubImage3D","8,941,248.046","58.509","105,546.979","9,046,795.025","168.225","12","0x20000","0xFFFFFFFF83010724","8436"
"12","glTexSubImage3D","8,941,306.915","351.874","105,657.551","9,046,964.466","168.257","12","0x20000","0xFFFFFFFF83010724","8436"
"13","glTexSubImage3D","8,941,660.341","121.997","105,473.758","9,047,134.099","168.289","12","0x20000","0xFFFFFFFF83010724","8436"
"14","glTexSubImage3D","8,941,782.705","93.411","105,520.835","9,047,303.540","168.481","12","0x20000","0xFFFFFFFF83010724","8436"
"15","glTexSubImage3D","8,941,876.698","157.289","105,596.476","9,047,473.174","171.905","12","0x20000","0xFFFFFFFF83010724","8436"
"16","glTexSubImage3D","8,942,034.324","57.432","105,607.203","9,047,641.527","177.665","12","0x20000","0xFFFFFFFF83010724","8436"
